Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
41,Sudhi Infomatics,Software Engineer,76,"$70,776 "
185,Sharpedge Solutions,Computer Programmer,9,"$70,778 "
4,Collaborate Solutions,Java Developer,52,"$70,784 "
187,Harken Data,Systems Analyst,11,"$70,791 "
205,Fei.Com,Software Developer,15,"$70,800 "
18,Htc Global Services,Database Administrator,25,"$70,800 "
198,3core Systems,Programmer Analyst,57,"$70,814 "
7,Geo Logic Systems,Computer Systems Analyst,92,"$70,815 "
89,Proser,Java Developer,5,"$70,818 "
192,Img Systems,Software Engineer,22,"$70,826 "
43,Data-Core Systems,Computer Programmer,37,"$70,833 "
199,Biztech Solutions,Computer Systems Analyst,6,"$70,833 "
32,Eitacies,Computer Programmer Analyst,18,"$70,833 "
34,Serenity Infotech,Application Developer,6,"$70,833 "
84,Otm Labs,Computer Systems Analyst,16,"$70,868 "
54,Sri Anjaneya Technologies,Java Developer,8,"$70,881 "
41,Slk America,Business Analyst,29,"$70,886 "
98,Quest Global,Software Engineer,42,"$70,890 "
181,Green It Solutions,Software Engineer,23,"$70,921 "
7,Etest It,Java Developer,40,"$70,934 "
163,Larsen & Toubro Infotech,Computer Programmer Analyst,1,"$70,944 "
110,Multivision,Software Developer,25,"$70,958 "
128,Agility Technologies,Programmer Analyst,76,"$70,965 "
26,Yash & Lujan Consulting,Software Developer,65,"$70,977 "
48,Svv Infotech,Systems Analyst,39,"$71,000 "
69,Applab Systems,Systems Analyst,32,"$71,000 "
96,United Software Group,Developer,2,"$71,000 "
5,Tanisha Systems,Computer Programmer Analyst,110,"$71,000 "
162,Document Solutions Group,Computer Programmer Analyst,1,"$71,000 "
88,Medhok,Java Developer,5,"$71,000 "
140,Cr Technologies,Application Developer,2,"$71,000 "
122,Manhattan Associates,Programmer/Analyst,2,"$71,000 "
139,Strategic Resources International,Qa Analyst,3,"$71,000 "
142,Svk Technology Solutions,Data Analyst,2,"$71,000 "
142,Enternet Business Systems,Data Analyst,2,"$71,000 "
46,International Systems Technologies,Database Administrator,11,"$71,059 "
109,Csi Solutions,Business Analyst,13,"$71,077 "
88,Rootshell Enterprise Technologies,Computer Programmer Analyst,3,"$71,077 "
79,Sagitec Solutions,Software Engineer,47,"$71,098 "
184,Idea Helix,Computer Programmer,9,"$71,111 "
39,Altman Vilandrie & Company,Programmer/Analyst,9,"$71,111 "
45,Synergy Global Technologies,Computer Programmer,35,"$71,114 "
116,Millennium Info Tech,Programmer Analyst,81,"$71,173 "
158,Supremesoft,Computer Systems Analyst,8,"$71,200 "
35,Fusion Plus Solutions,Data Analyst,5,"$71,200 "
121,Zillion Technologies,Java Developer,4,"$71,211 "
111,Pamten,Programmer Analyst,83,"$71,213 "
222,Siritek,Programmer Analyst,53,"$71,226 "
21,Primesoft,Business Analyst,45,"$71,242 "
202,Tekvista,Computer Programmer,8,"$71,250 "
128,Global Touchpoints Duns# 13-8058305,Software Developer,22,"$71,255 "
120,Sapphire Software Solutions,Java Developer,4,"$71,261 "
26,Ramp Technology Group,Programmer Analyst,169,"$71,278 "
167,Vastika,Software Engineer,25,"$71,279 "
225,Rosenblatt Securities,Developer,1,"$71,282 "
44,Eclat Integrated Software Solutions,Application Developer,5,"$71,290 "
14,Fujitsu America,Computer Programmer,74,"$71,295 "
112,Zenosys,Computer Programmer Analyst,2,"$71,300 "
36,Siritek,Systems Analyst,46,"$71,304 "
136,Itvision,Computer Programmer,13,"$71,308 "
10,Datamatics Global Services,Computer Programmer Analyst,69,"$71,337 "
3,Comscore,Data Analyst,23,"$71,353 "
158,Kellton Tech,Java Developer,3,"$71,360 "
123,Cigniti,Systems Analyst,19,"$71,365 "
157,Atosha,Computer Systems Analyst,8,"$71,370 "
201,Agranee Tech,Computer Programmer,8,"$71,387 "
191,Oberon It,Software Engineer,22,"$71,400 "
56,Pav It Global,Computer Programmer,30,"$71,433 "
18,Teknosys,Software Test Engineer,6,"$71,442 "
6,Xavient Information Systems,Software Test Engineer,19,"$71,447 "
224,Talent Rover,Developer,1,"$71,466 "
139,Nmsi,Application Developer,2,"$71,479 "
137,Lead It,Systems Analyst,16,"$71,497 "
95,Fusion Plus Solutions,Developer,2,"$71,500 "
69,"Yeskay Systems,",Database Administrator,8,"$71,500 "
126,Namitus Technologies,Programmer Analyst,77,"$71,510 "
86,Quadrant 4 System,Programmer Analyst,94,"$71,511 "
76,Info Services,Data Analyst,3,"$71,511 "
3,Persistent Systems,Computer Programmer Analyst,127,"$71,518 "
186,Novi It,Software Developer,16,"$71,539 "
122,Sedna Consulting Group,Database Administrator,5,"$71,545 "
85,Adeptech Systems,Computer Programmer,22,"$71,555 "
119,"Sv Tech,",Software Developer,24,"$71,583 "
96,Tek Signature,Database Administrator,6,"$71,583 "
126,The Advisory Board Company,Business Analyst,12,"$71,584 "
121,Aon Consulting,Programmer/Analyst,2,"$71,600 "
4,Cerner,Software Engineer,649,"$71,620 "
198,Tek Analytics,Computer Systems Analyst,6,"$71,625 "
56,Intriv,Computer Systems Analyst,24,"$71,667 "
75,Acadia Technologies,Data Analyst,3,"$71,667 "
216,Kaizen Technologies,Programmer Analyst,54,"$71,668 "
132,Software Paradigms International Group,Software Engineer,32,"$71,688 "
8,Compunnel Software Group,Software Developer,126,"$71,690 "
125,Spi Research And Development Services,Programmer Analyst,78,"$71,692 "
2,Larsen & Toubro Infotech,Business Analyst,197,"$71,703 "
176,Blueline Software Services,Computer Systems Analyst,7,"$71,714 "
138,Delasoft,Application Developer,2,"$71,718 "
62,Teksoft Systems,Software Developer,36,"$71,722 "
175,Opus Consulting Solutions,Business Analyst,9,"$71,724 "
54,Csi Solutions,Computer Programmer,31,"$71,726 "
140,I2 It Solutions,Software Developer,20,"$71,732 "
172,Responsive Technologies,Computer Programmer,10,"$71,750 "
119,Savi Technologies,Java Developer,4,"$71,750 "
137,Canopy One Solutions,Application Developer,2,"$71,750 "
197,Meridian Technologies,Qa Analyst,2,"$71,760 "
41,Igt Solutions,Computer Systems Analyst,31,"$71,761 "
20,Blue Star Infotech America,Computer Systems Analyst,52,"$71,779 "
8,Enterprise It Resources,Computer Programmer Analyst,86,"$71,787 "
98,Eminence It Solutions,Qa Analyst,4,"$71,792 "
145,Img Systems,Systems Analyst,15,"$71,803 "
142,Hexaware Technologies,Computer Systems Analyst,9,"$71,827 "
19,Cyberthink,Database Administrator,21,"$71,828 "
18,Cybage Software,Qa Analyst,13,"$71,831 "
87,Technical Strategies,Computer Programmer Analyst,3,"$71,833 "
39,Manthan Data Solutions,Software Test Engineer,3,"$71,833 "
39,Talent It Services,Software Developer,45,"$71,844 "
166,Global Technical Software Services,Systems Analyst,13,"$71,846 "
159,Vings Technologies,Programmer Analyst,67,"$71,852 "
119,Cybage Software,Systems Analyst,20,"$71,852 "
94,Pamten,Business Analyst,15,"$71,867 "
62,Humac,Software Engineer,55,"$71,873 "
156,Gowork Solutions,Computer Systems Analyst,8,"$71,875 "
163,Universal Software,Database Administrator,4,"$71,875 "
118,Elipsiqorporation,Java Developer,4,"$71,875 "
40,Itechstack,Database Administrator,12,"$71,925 "
42,Cwc International,Systems Analyst,41,"$71,927 "
196,Prudent Technologies & Consulting,Qa Analyst,2,"$71,939 "
60,Microexcel,Business Analyst,21,"$71,941 "
15,Marlabs Consulting,Programmer/Analyst,26,"$71,965 "
150,Cloudnetsource,Business Analyst,10,"$72,000 "
195,Satin Solutions,Business Analyst,8,"$72,000 "
141,Waferwire,Computer Systems Analyst,9,"$72,000 "
74,Erp Global,Computer Programmer Analyst,4,"$72,000 "
86,Magnanimous,Computer Programmer Analyst,3,"$72,000 "
160,Haws,Computer Programmer Analyst,1,"$72,000 "
160,Scalar,Computer Programmer Analyst,1,"$72,000 "
19,Jnit Technologies,Java Developer,20,"$72,000 "
136,Iq Spectra,Application Developer,2,"$72,000 "
81,National Grid Usa Service Company,Programmer/Analyst,3,"$72,000 "
138,Digital Software,Qa Analyst,3,"$72,000 "
60,Artech Information Systems,Software Test Engineer,2,"$72,000 "
161,Barracuda Networks,Software Test Engineer,1,"$72,000 "
21,Waynsys,Data Analyst,7,"$72,000 "
49,Siri Infosolutions,Data Analyst,4,"$72,000 "
223,Icap Services North America,Developer,1,"$72,010 "
157,Thought Byte,Java Developer,3,"$72,010 "
141,Aries Computer Systems,Data Analyst,2,"$72,010 "
149,Real World Technologies,Business Analyst,10,"$72,037 "
75,Sritek,Java Developer,6,"$72,065 "
220,Fusion Plus Solutions,Software Developer,14,"$72,071 "
76,Niche Software Solutions,Software Engineer,49,"$72,074 "
58,Scepter Technologies,Programmer Analyst,118,"$72,075 "
174,Epitec,Business Analyst,9,"$72,091 "
109,Innovative Intelligent Solutions,Software Developer,25,"$72,100 "
127,Techmagix,Computer Systems Analyst,10,"$72,100 "
155,Primus Global Services,Computer Systems Analyst,8,"$72,100 "
222,Systemguru,Developer,1,"$72,100 "
53,Isolvers,Java Developer,8,"$72,125 "
123,Zedventures,Computer Programmer,14,"$72,143 "
14,Atlas Systems,Programmer/Analyst,27,"$72,148 "
4,Hexaware Technologies,Systems Analyst,466,"$72,159 "
8,Cigniti,Qa Analyst,24,"$72,166 "
49,IBM,Qa Analyst,7,"$72,179 "
25,Hitachi Consulting,Business Analyst,37,"$72,185 "
125,Ericsson,Business Analyst,12,"$72,192 "
221,Logic Information Systems,Developer,1,"$72,200 "
121,Fusion Plus Solutions,Database Administrator,5,"$72,200 "
136,Megan Soft,Systems Analyst,16,"$72,214 "
155,S&R Professionals L.P,Programmer Analyst,68,"$72,219 "
44,Infomatics,Software Developer,44,"$72,268 "
66,Akken,Software Developer,35,"$72,269 "
87,Kanor Systems,Java Developer,5,"$72,280 "
24,Neumeric Technologies,Software Engineer,112,"$72,286 "
204,Pamten,Software Developer,15,"$72,289 "
197,Software Professionals,Computer Systems Analyst,6,"$72,295 "
101,Info Services,Software Engineer,39,"$72,314 "
12,Vuesol Technologies,Application Developer,14,"$72,321 "
47,Clutchpoint,Software Developer,43,"$72,326 "
71,It People,Software Engineer,52,"$72,333 "
85,Stat9 Technologies,Software Engineer,45,"$72,333 "
61,Mysapgroup,Developer,3,"$72,333 "
61,Fastenal Company Purchasing,Developer,3,"$72,333 "
49,Akt,Java Developer,9,"$72,333 "
156,Expedent,Java Developer,3,"$72,333 "
15,Igate Technologies,Business Analyst,58,"$72,340 "
97,Sysfore Technologies,Programmer Analyst,89,"$72,348 "
108,3i Infotech,Systems Analyst,22,"$72,364 "
186,Global Information Systems,Systems Analyst,11,"$72,364 "
86,Logic Planet,Java Developer,5,"$72,372 "
112,Global Technical Software Services,Computer Systems Analyst,12,"$72,431 "
64,Infinity Tech Group,Java Developer,7,"$72,437 "
52,Erp Analysts,Java Developer,8,"$72,488 "
36,Globalgate It Solutions,Computer Programmer Analyst,16,"$72,494 "
148,Mirage Software Dba: Bourntec Solutions,Business Analyst,10,"$72,500 "
73,Positive Group,Computer Programmer Analyst,4,"$72,500 "
117,Siri Infosolutions,Java Developer,4,"$72,500 "
155,Vensoft Solutions,Java Developer,3,"$72,500 "
134,Adroix,Application Developer,2,"$72,500 "
134,Libertycom,Application Developer,2,"$72,500 "
120,Slalom,Programmer/Analyst,2,"$72,500 "
195,Iconsoft,Qa Analyst,2,"$72,500 "
59,Neotech Solutions,Software Test Engineer,2,"$72,500 "
180,Computek Soulutions,Software Engineer,23,"$72,522 "
74,Marketshare Partners,Data Analyst,3,"$72,523 "
67,Medcomps,Programmer Analyst,105,"$72,538 "
34,Anjaneyap,Business Analyst,31,"$72,542 "
137,Delasoft,Qa Analyst,3,"$72,573 "
119,Pointwest Technologies Us,Software Engineer,35,"$72,588 "
6,Nagarro,Developer,54,"$72,593 "
119,Sunrise Brokers,Programmer/Analyst,2,"$72,594 "
33,Global Infotech,Systems Analyst,50,"$72,600 "
140,Ascend Analytics,Data Analyst,2,"$72,606 "
116,Technology Consultants,Computer Systems Analyst,11,"$72,611 "
89,Valsatech,Software Engineer,44,"$72,624 "
45,Laksan Technologies,Computer Programmer Analyst,12,"$72,625 "
199,Rockwell Collins,Software Engineer,21,"$72,630 "
150,Cybersoft Technologies,Systems Analyst,14,"$72,643 "
16,Sbase Technologies,Software Engineer,137,"$72,688 "
163,Pyramid Technology Solutions,Senior Software Engineer,6,"$72,719 "
154,Lead It,Java Developer,3,"$72,721 "
49,Span Systems,Senior Software Engineer,16,"$72,750 "
183,Innominds Software,Computer Programmer,9,"$72,778 "
173,Sriven Systems,Business Analyst,9,"$72,778 "
118,Collaborate Solutions,Software Developer,24,"$72,795 "
202,Tru Solution Systems,Systems Analyst,10,"$72,800 "
80,Meritek,Programmer/Analyst,3,"$72,800 "
78,Mnk Infotech,Qa Analyst,5,"$72,800 "
160,Consultadd,Software Test Engineer,1,"$72,800 "
153,Delasoft,Java Developer,3,"$72,827 "
159,Argela-Usa,Software Test Engineer,1,"$72,885 "
155,Saipsit,Software Engineer,28,"$72,893 "
55,Globalpoint,Computer Systems Analyst,24,"$72,900 "
9,Larsen & Toubro Infotech,Database Administrator,54,"$72,907 "
39,Brillio,Database Administrator,12,"$72,918 "
165,Kastech Solutions,Systems Analyst,13,"$72,923 "
77,Info Services,Qa Analyst,5,"$72,928 "
78,Turtleage It,Application Developer,3,"$72,933 "
6,Nihaki Systems,Computer Programmer Analyst,106,"$72,942 "
158,Dexcom,Software Test Engineer,1,"$72,946 "
225,Conch Technologies,Database Administrator,3,"$73,000 "
156,Radiant Systems,Software Test Engineer,1,"$73,000 "
156,Kaizen Technologies,Software Test Engineer,1,"$73,000 "
20,Ibrain Technologies,Programmer/Analyst,19,"$73,002 "
2,Igate Technologies,Computer Systems Analyst,249,"$73,014 "
115,Amitech Solutions,Computer Systems Analyst,11,"$73,033 "
203,Shinewell Technologies,Software Developer,15,"$73,078 "
18,Tech Mahindra (Americas),Programmer Analyst,186,"$73,082 "
41,Everest Consulting Group,Programmer Analyst,146,"$73,096 "
33,Fortune Minds,Application Developer,6,"$73,096 "
1,IBM,Application Developer,1013,"$73,140 "
47,Nga Group,Programmer Analyst,131,"$73,142 "
129,Vcarve,Senior Software Engineer,7,"$73,143 "
196,Manage My Dream,Computer Systems Analyst,6,"$73,167 "
210,Saturn Tech,Programmer Analyst,55,"$73,168 "
133,Hcl Global Systems,Application Developer,2,"$73,185 "
117,Tiny Planet,Software Developer,24,"$73,188 "
88,Waynsys,Software Developer,30,"$73,200 "
93,Vigna Solutions,Business Analyst,15,"$73,203 "
122,Polaris Consulting & Services,Systems Analyst,19,"$73,209 "
78,Charter Global,Software Developer,32,"$73,211 "
194,Orion Systems Integrators,Qa Analyst,2,"$73,250 "
179,Talent It Services,Software Engineer,23,"$73,261 "
13,Ventois,Data Analyst,10,"$73,274 "
132,Decipher Software Solutions,Systems Analyst,17,"$73,280 "
46,Tanisha Systems,Computer Systems Analyst,29,"$73,293 "
34,"Scioinspire,",Data Analyst,5,"$73,297 "
139,Hih,Data Analyst,2,"$73,310 "
222,Makeurcareer,Software Engineer,19,"$73,316 "
223,Cnet Global Solutions,Database Administrator,3,"$73,333 "
223,Redeemsoft,Database Administrator,3,"$73,333 "
136,Intersoft Data Labs,Qa Analyst,3,"$73,333 "
147,Cyberthink,Business Analyst,10,"$73,350 "
185,Technomax,Software Developer,16,"$73,403 "
220,Pyramid Technology Solutions,Developer,1,"$73,403 "
116,Oberon It,Software Developer,24,"$73,423 "
159,Embtel,Computer Programmer Analyst,1,"$73,424 "
206,Flexera Global,Software Engineer,20,"$73,450 "
202,Velaga Associates,Software Developer,15,"$73,473 "
201,Taproot Solutions,Software Developer,15,"$73,479 "
162,Espryt,Computer Programmer,11,"$73,484 "
118,Colony Advisors,Programmer/Analyst,2,"$73,500 "
58,Endpoint Clinical,Software Test Engineer,2,"$73,500 "
16,Pica9,Developer,10,"$73,505 "
116,Focus It,Java Developer,4,"$73,510 "
43,Youngsoft,Software Developer,44,"$73,511 "
108,Navitas Business Consulting,Software Developer,25,"$73,520 "
17,Ventois,Java Developer,25,"$73,521 "
91,Ez2 Technologies,Computer Systems Analyst,15,"$73,522 "
15,Eitacies.,Computer Programmer Analyst,41,"$73,537 "
85,American Unit,Java Developer,5,"$73,548 "
85,Ilantus Technologies Pvt.,Computer Programmer Analyst,3,"$73,560 "
222,Rho Consulting Services,Database Administrator,3,"$73,562 "
18,Revere Info Tech,Application Developer,9,"$73,615 "
195,Charter Global,Programmer Analyst,58,"$73,623 "
120,Itech Analyst,Programmer Analyst,80,"$73,663 "
221,Pamten,Database Administrator,3,"$73,667 "
150,Sriven Systems,Programmer Analyst,70,"$73,714 "
200,Neotech Solutions,Software Developer,15,"$73,733 "
131,Shinewell Technologies,Software Engineer,32,"$73,738 "
38,International Technologies Pro,Developer,4,"$73,750 "
74,Serenity Infotech,Java Developer,6,"$73,750 "
117,Rbs Securities,Programmer/Analyst,2,"$73,750 "
48,Torque Technologies,Data Analyst,4,"$73,750 "
217,Sdilogic,Systems Analyst,9,"$73,778 "
178,Dynamic Enterprise Solutions,Software Engineer,23,"$73,783 "
76,Data S Solutions,Qa Analyst,5,"$73,800 "
106,Promatrix,Software Engineer,37,"$73,816 "
88,Infocepts,Computer Programmer,20,"$73,821 "
140,Itprofound,Computer Systems Analyst,9,"$73,849 "
165,Amensys,Software Developer,18,"$73,860 "
22,Le Technology,Software Test Engineer,5,"$73,866 "
63,Palatial Technologies,Java Developer,7,"$73,870 "
57,Preh,Software Test Engineer,2,"$73,885 "
130,Tenazx,Software Engineer,32,"$73,899 "
107,Forsys,Systems Analyst,22,"$73,900 "
50,Palvai Global Services,Business Analyst,26,"$73,906 "
219,Sid Computer Group,Developer,1,"$73,923 "
162,Engineering Technology Associates,Database Administrator,4,"$73,932 "
195,Astir It Solutions,Computer Systems Analyst,6,"$73,950 "
205,Avco Consulting,Software Engineer,20,"$73,974 "
139,Hermitage Infotech,Computer Systems Analyst,9,"$73,978 "
139,V-Soft Consulting Group,Software Developer,20,"$74,000 "
218,Incrowd,Developer,1,"$74,000 "
161,Talent Space,Database Administrator,4,"$74,000 "
158,E-Business International,Computer Programmer Analyst,1,"$74,000 "
75,3qi Labs,Qa Analyst,5,"$74,000 "
192,Netvision Resources,Qa Analyst,2,"$74,000 "
192,I-Link Solutions,Qa Analyst,2,"$74,000 "
138,Estrada Consulting,Data Analyst,2,"$74,000 "
1,Tech Mahindra (Americas),Software Test Engineer,704,"$74,011 "
183,Finsoft Consultants,Programmer Analyst,62,"$74,034 "
173,Cw Professional Services,Software Developer,17,"$74,048 "
161,Echotech Software Solutions,Computer Programmer,11,"$74,048 "
20,Northstar Group,Business Analyst,45,"$74,051 "
19,Smart Works,Software Developer,74,"$74,084 "
27,Intraedge,Software Engineer,109,"$74,133 "
38,Detroit Engineered Products,Software Test Engineer,3,"$74,133 "
55,Kiranam Technologies,Database Administrator,10,"$74,150 "
111,Technamo,Computer Programmer Analyst,2,"$74,150 "
24,Aci Infotech,Java Developer,17,"$74,165 "
162,Aptude,Senior Software Engineer,6,"$74,167 "
79,"Vlink, ",Business Analyst,18,"$74,173 "
8,Horizon International Trd.,Computer Programmer,120,"$74,180 "
84,Hcl Global Systems,Java Developer,5,"$74,198 "
24,Aricent Technologies (Holdings),Senior Software Engineer,32,"$74,227 "
37,Emc,Developer,4,"$74,229 "
47,Focuskpi,Data Analyst,4,"$74,230 "
219,Aclat,Software Developer,14,"$74,250 "
135,Vevey Software Solutions,Systems Analyst,16,"$74,250 "
194,Softhq,Computer Systems Analyst,6,"$74,250 "
97,Thoughtwave Software And Solutions,Qa Analyst,4,"$74,250 "
112,Xavient Information Systems,Software Engineer,36,"$74,260 "
67,Urooj,Computer Programmer Analyst,5,"$74,282 "
160,Global Technical Software Services,Computer Programmer,11,"$74,311 "
19,IBM,Developer,8,"$74,323 "
90,A1 Kaiser,Computer Systems Analyst,15,"$74,333 "
63,Talent9,Computer Programmer Analyst,6,"$74,343 "
79,Petroleum Industry Research Associates,Programmer/Analyst,3,"$74,358 "
152,Innovative Intelligent Solutions,Java Developer,3,"$74,369 "
17,Inovalon,Data Analyst,9,"$74,373 "
29,Dassault Systemes Biovia,Software Test Engineer,4,"$74,375 "
20,Webject Systems,Computer Programmer,60,"$74,401 "
138,Superior Office Solutions,Software Developer,20,"$74,402 "
1,Tata Consultancy Services,Developer User Interface,3220,"$74,427 "
32,Next Level Business Services,Qa Analyst,9,"$74,444 "
115,Acclaris,Java Developer,4,"$74,470 "
53,Mark Infotech,Software Developer,40,"$74,488 "
159,Recruiting Minds,Database Administrator,4,"$74,500 "
159,Sriven Systems,Database Administrator,4,"$74,500 "
191,Zgage,Qa Analyst,2,"$74,500 "
60,Iservices,Computer Programmer,29,"$74,521 "
155,Hcl Global Systems,Software Test Engineer,1,"$74,526 "
42,Cerebral Technologies,Java Developer,10,"$74,543 "
159,Global Edge Software,Computer Programmer,11,"$74,588 "
172,E-Giants Technologies,Software Engineer,24,"$74,592 "
47,Mphasis,Software Engineer,67,"$74,601 "
154,Ispace,Computer Systems Analyst,8,"$74,625 "
200,Derex Technologies,Computer Programmer,8,"$74,638 "
36,Canoesys,Java Developer,12,"$74,640 "
97,Epace Technologies,Software Engineer,42,"$74,658 "
151,Ez2 Technologies,Java Developer,3,"$74,673 "
176,Conflux Systems,Systems Analyst,12,"$74,689 "
135,Horizon Technologies,Computer Programmer,13,"$74,692 "
99,Ajace,Computer Systems Analyst,14,"$74,696 "
126,Meridiansoft,Computer Systems Analyst,10,"$74,700 "
128,Saturn Infotech,Systems Analyst,18,"$74,701 "
29,Ecs Financial Services,Application Developer,7,"$74,714 "
6,Ved Software Services,Computer Systems Analyst,94,"$74,733 "
144,Akken,Systems Analyst,15,"$74,734 "
68,Competent Systems,Systems Analyst,32,"$74,750 "
96,Sarian Solutions,Qa Analyst,4,"$74,750 "
77,Wininfosys,Application Developer,3,"$74,751 "
150,R3 Technology,Java Developer,3,"$74,766 "
84,B M Associates,Computer Programmer Analyst,3,"$74,795 "
36,Morgan Stanley Smith Barney,Programmer/Analyst,10,"$74,800 "
21,Hcl Global Systems,Programmer Analyst,179,"$74,823 "
51,Arkstek,Java Developer,8,"$74,831 "
98,Prowise Solutions,Programmer Analyst,88,"$74,837 "
1,Tata Consultancy Services,Developer,5187,"$74,938 "
115,Softrams,Software Developer,24,"$74,958 "
3,Tech Mahindra (Americas),Database Administrator,131,"$74,969 "
122,Dw Practice,Computer Programmer,14,"$75,000 "
78,Katalyst Technologies,Business Analyst,18,"$75,000 "
94,Triveni Group,Developer,2,"$75,000 "
214,Bin Insurance Holdings,Developer,1,"$75,000 "
214,Synapsis,Developer,1,"$75,000 "
214,Streamline Healthcare Solutions,Developer,1,"$75,000 "
214,Softstandard Solutions LLC,Developer,1,"$75,000 "
54,Katalyst Technologies,Database Administrator,10,"$75,000 "
158,Alturaus,Database Administrator,4,"$75,000 "
44,Aventerprise,Computer Programmer Analyst,12,"$75,000 "
83,Mark Infotech,Computer Programmer Analyst,3,"$75,000 "
108,Tekplant,Computer Programmer Analyst,2,"$75,000 "
108,Milky-iway Technologies,Computer Programmer Analyst,2,"$75,000 "
108,Kriddha Technologies,Computer Programmer Analyst,2,"$75,000 "
156,Intellisight,Computer Programmer Analyst,1,"$75,000 "
156,Uktha Global,Computer Programmer Analyst,1,"$75,000 "
73,SSV Systems,Java Developer,6,"$75,000 "
147,Talteam,Java Developer,3,"$75,000 "
147,Kk Associates,Java Developer,3,"$75,000 "
147,North Point It,Java Developer,3,"$75,000 "
129,Revealit Solutions,Application Developer,2,"$75,000 "
129,Sci It Solutions Pvt.,Application Developer,2,"$75,000 "
129,Zetta Data Systems,Application Developer,2,"$75,000 "
129,Talentreef,Application Developer,2,"$75,000 "
78,Fitch Ratings,Programmer/Analyst,3,"$75,000 "
113,Atlas Advisors,Programmer/Analyst,2,"$75,000 "
113,Communications Media Advisors,Programmer/Analyst,2,"$75,000 "
113,Sarkit,Programmer/Analyst,2,"$75,000 "
113,Brown Brothers Harriman,Programmer/Analyst,2,"$75,000 "
17,Katalyst Technologies,Qa Analyst,15,"$75,000 "
189,Verisk Health,Qa Analyst,2,"$75,000 "
189,IT Force,Qa Analyst,2,"$75,000 "
149,Mavensoft Technologies,Software Test Engineer,1,"$75,000 "
149,Enova Financial Holdings,Software Test Engineer,1,"$75,000 "
73,Workiva,Data Analyst,3,"$75,000 "
135,Pdr Equity,Data Analyst,2,"$75,000 "
135,Sriven Infosys,Data Analyst,2,"$75,000 "
135,The Oakleaf Group,Data Analyst,2,"$75,000 "
83,Ziontech Solutions,Systems Analyst,28,"$75,025 "
72,Evoke Technologies Private,Computer Programmer Analyst,4,"$75,049 "
76,Avco Consulting,Application Developer,3,"$75,067 "
135,Idhasoft,Qa Analyst,3,"$75,067 "
5,Katalyst Technologies,Java Developer,48,"$75,069 "
148,Dish Network,Software Test Engineer,1,"$75,075 "
112,Hentschel & Company,Programmer/Analyst,2,"$75,094 "
14,Accenture,Database Administrator,32,"$75,116 "
138,Rapid Value Solutions,Computer Systems Analyst,9,"$75,167 "
164,Bahwan Cybertek,Systems Analyst,13,"$75,239 "
77,Operating System Services,Software Developer,32,"$75,250 "
157,Zetta Data Systems,Database Administrator,4,"$75,250 "
111,The Principal Consulting,Computer Systems Analyst,12,"$75,259 "
175,Icore Infotech,Systems Analyst,12,"$75,312 "
5,Hm Health Solutions,Application Developer,31,"$75,317 "
220,Expedent,Database Administrator,3,"$75,333 "
146,Boss Technologies,Java Developer,3,"$75,333 "
114,Symphony,Java Developer,4,"$75,341 "
177,Teksoft Systems,Software Engineer,23,"$75,358 "
113,"Vlink, ",Java Developer,4,"$75,383 "
62,Sriven Systems,Java Developer,7,"$75,429 "
47,Clear Thought Solutions,Systems Analyst,39,"$75,493 "
156,Adroit Associates,Database Administrator,4,"$75,500 "
134,Talentlink,Data Analyst,2,"$75,500 "
188,Agama Solutions,Qa Analyst,2,"$75,566 "
86,Innovatech Solutions,Database Administrator,7,"$75,600 "
66,Xoriant Corporation,Computer Programmer Analyst,5,"$75,600 "
47,Swarn,Computer Programmer Analyst,11,"$75,610 "
103,Altimetrik,Software Developer,27,"$75,615 "
193,Gspann Technologies,Senior Software Engineer,5,"$75,616 "
124,Concert Tech,Business Analyst,12,"$75,618 "
75,Elite Innovative Solutions,Application Developer,3,"$75,667 "
192,Majesco,Senior Software Engineer,5,"$75,684 "
3,Capgemini,Business Analyst,188,"$75,693 "
34,Northwestern University,Developer,5,"$75,698 "
128,Stat9 Technologies,Senior Software Engineer,7,"$75,714 "
10,Mythri Consulting LLC,Programmer Analyst,272,"$75,727 "
36,Cubic Technologies,Software Engineer,87,"$75,739 "
74,Ibm India Private Linmited,Application Developer,3,"$75,744 "
225,Larsen & Toubro Infotech,Computer Programmer,7,"$75,749 "
46,Asta Crs,Data Analyst,4,"$75,750 "
67,Larsen & Toubro Infotech,Computer Systems Analyst,21,"$75,763 "
31,Intraedge,Senior Software Engineer,27,"$75,778 "
120,Genisys Technologies,Database Administrator,5,"$75,800 "
83,Mindteck,Java Developer,5,"$75,815 "
28,Technical Strategies,Java Developer,13,"$75,862 "
39,Advancesoft,Qa Analyst,8,"$75,875 "
1,Tech Mahindra (Americas),Business Analyst,226,"$75,878 "
145,Microexcel,Programmer Analyst,71,"$75,887 "
153,Rites,Computer Systems Analyst,8,"$75,920 "
3,Capgemini,Software Engineer,1062,"$75,967 "
211,Eapt Solutions,Developer,1,"$76,000 "
211,Maestro Technologies,Developer,1,"$76,000 "
211,Peekyou,Developer,1,"$76,000 "
219,Lanco Global Systems,Database Administrator,3,"$76,000 "
128,Ventois,Application Developer,2,"$76,000 "
134,Ad3i Systems,Qa Analyst,3,"$76,000 "
187,Relic Solutions LLC,Qa Analyst,2,"$76,000 "
